customer_id,order_id,product_id,category,state,customer_type,order_date,payment_amount_in_rupees,payment_id,payment_method,product_rating,retention_status,campaign_name,amount_spend_on_per_id_of_that_particular_campaign,email_open,marketing_channel,on_time_delivery,operational_cost,warehouse,order_processing_time,return
030a10b3-4f37-4cea-8899-783782177968,e15d0842-e6a3-4250-ad67-68fa3452f766,b190a5af-27d1-485c-92a0-f53217855a79,Electronics,Maharashtra,New,2021-06-28,12652.23,74527ce2-88ac-4c09-b6b9-e38be9c5c3db,Debit Card,4,no,Summer Bonanza,1664.97,yes,Search Engine,no,1933.59,Bengaluru,6,no
e526df6e-5e3c-444d-a948-635e8b1603a8,3e4e92b4-37df-40cc-a09a-57e6e475f232,71417006-c114-472a-92f9-57be8fc84d8d,Beauty Products,Gujarat,Returning,2020-02-16,9100.97,6c954bf8-cad9-4045-b9da-61d5cc74c838,Credit Card,2,no,Summer Bonanza,2856.97,yes,Affiliate,no,910.8,Mumbai,3,yes
ac51b755-4459-4ef7-a916-c89f98a4aa2b,e4b6f6d2-4689-4e97-aeeb-1e556b4a46c5,1c2649b4-3175-47d9-a318-e17427cbe52a,Electronics,Delhi,Returning,2024-01-11,19274.09,dbe1cbff-8700-4ced-9188-1356412cebbe,Net Banking,5,no,Summer Bonanza,720.05,no,Search Engine,no,1672.66,Chennai,1,yes
49f07047-3c78-4888-a4d9-9efdf84de4d3,c3494b03-e067-4283-b49f-6b921d002d24,bf2c52db-598e-43d0-9e2c-3e07806497b4,Beauty Products,Karnataka,Returning,2024-03-28,16086.88,e97a8c72-60b6-473e-aa59-43e1d73bbbaf,Net Banking,3,no,New Year Bash,3121.01,yes,Search Engine,no,1654.73,Kolkata,8,no
946246d1-2049-4620-842d-52780466a706,95a01987-64ac-4a98-8b98-13de4cf2a508,67977cd1-a043-47a7-bcfd-46b15f0e29ed,Home Appliances,West Bengal,Returning,2021-05-23,36009.57,014ac91d-4c91-4d75-84eb-cce6ce7cb188,UPI,4,yes,Monsoon Offer,2988.75,no,Email,yes,1318.27,Mumbai,4,no
a30113a5-b84b-408a-baf9-88a8a249312f,44a4670c-e513-4bb6-a988-9ca0662a0a8d,d653b1ac-3276-48c5-9288-44e9c84e4c16,Home Appliances,Rajasthan,Returning,2023-12-04,15077.53,0451c8cf-9877-4122-be5f-7fb07df16c1d,Credit Card,3,no,New Year Bash,1962.69,yes,Social Media,yes,808.06,Bengaluru,9,no
6b44bf08-8ca8-4e2c-913a-f46e458d691f,05ab05dc-74b7-4709-b987-3a5e537642f2,2dabe9a8-62a9-4cd1-afb4-ba705935e952,Clothing,Karnataka,Returning,2021-05-26,37536.1,c5b9dab8-0beb-4678-8f8e-d9f2869f86e3,Net Banking,3,yes,Monsoon Offer,4694.31,no,Affiliate,no,1808.57,Chennai,2,no
9c99813d-0a46-4c2b-b992-759d407bd7f7,05771343-00d3-495e-be30-556737bba235,422b7e0a-a782-4440-8b94-08a89ebe7cc2,Beauty Products,Uttar Pradesh,Returning,2023-07-22,2951.75,c9bf8771-8179-4069-9546-c196f8f75faa,Debit Card,5,no,New Year Bash,4608.16,yes,Affiliate,no,475.55,Ahmedabad,6,yes
385a0b40-1458-43db-b273-616f9e0812af,c9b0edce-e688-4ed8-926f-4794b518b681,44d20223-4207-461b-ba77-b7fb6b037579,Home Appliances,West Bengal,Returning,2020-07-02,34935.38,b1fa3891-c959-4b2c-b96c-330a9084dc68,Credit Card,3,no,New Year Bash,1772.17,yes,Affiliate,no,670.85,Ahmedabad,6,no
4cc954d0-a2fc-485b-a0bd-a93fb5ef2e4e,1991aa72-0fd9-45e8-8ee1-dcb88cf712d9,8091193f-8a15-481b-8525-1f1c085cc415,Clothing,Karnataka,New,2022-11-06,32533.31,8ad60a2f-3427-443e-8f1e-f9b9796937d2,Credit Card,2,yes,Summer Bonanza,2290.88,yes,Direct,no,797.86,Ahmedabad,7,yes
fd751425-9d7f-492b-825b-4165f0b8a444,ea4e93f5-50d6-4e5e-aca9-0026d519fe9a,1e30af70-b700-40bd-935e-c520bdfbab22,Clothing,Uttar Pradesh,New,2023-02-14,21375.33,a442e622-c954-4435-bcac-b73d891e00e2,Debit Card,1,yes,Summer Bonanza,1656.31,no,Affiliate,yes,1596.06,Chennai,3,no
26967848-3811-4d43-9b50-c4ae79edae8a,10a6d9ae-b648-4d28-a87c-d09d76e58b38,0bd23d2c-9833-4251-900d-1f569d7da8c2,Home Appliances,West Bengal,New,2023-09-04,15237.65,2be8dfdb-9c95-411d-aded-5bdb7dc4e42b,Cash on Delivery,2,yes,Summer Bonanza,2513.44,no,Email,yes,1054.68,Chennai,10,yes
59ecdc58-1ab2-4b0e-9c36-2e46d8a0f96e,69a3f9da-74a4-4061-ad37-f1b3f0d9b2cc,42fe0c35-1905-4bad-b213-66fe66c3d425,Home Appliances,Tamil Nadu,Returning,2022-05-15,21882.3,95170f47-d797-498b-a27b-c10ccc66b88f,Cash on Delivery,2,no,Winter Sale,4434.11,no,Social Media,yes,1488.41,Mumbai,2,yes
993d14a4-ff0f-4a45-824e-a5a0f44d75e3,c6e6b37d-6f58-4c5a-9323-65788966ed8c,435542f6-e556-427f-8863-1778dc690189,Beauty Products,Maharashtra,Returning,2022-04-21,33650.94,d955b93d-d9aa-4103-a710-611649053ef3,Net Banking,5,no,Summer Bonanza,3485.17,yes,Affiliate,no,353.19,Chennai,2,no
b3288381-5296-4b42-a7a8-c60927705506,17104a15-3a7d-4829-ace1-fda7d65b38d4,0bfd7eb8-2e6f-4487-80b2-b374607bee4e,Clothing,Maharashtra,Returning,2020-06-06,11549.07,4033819c-cb28-4b71-8c17-325255c626a2,UPI,3,yes,Summer Bonanza,4293.13,no,Social Media,yes,1907.24,Chennai,9,no
12075973-e0ea-4b15-a011-430d91003600,7e398525-69bf-4e88-88e3-8ab7bd05c5c8,53ebbefa-8bb5-4aaf-ac34-0ee3883c2c0f,Home Appliances,Tamil Nadu,Returning,2021-03-19,14642.0,892141ce-4eb5-4fb7-a3e0-0901194ceba3,UPI,2,yes,Diwali Dhamaka,963.3,no,Search Engine,yes,313.91,Mumbai,3,yes
8a979d9d-772b-4826-a96e-4304c414337d,3e0fa2f4-1d54-4d7c-91bb-3e15107d2508,2da8aa9a-f3b0-491f-a103-8d90099ac749,Home Appliances,Maharashtra,Returning,2021-12-05,29579.73,96f1769f-825d-4390-a457-c44679ca2915,Credit Card,1,no,Winter Sale,1684.64,no,Social Media,yes,787.59,Mumbai,8,yes
00a19ac0-b80f-4c38-b7b9-3d44b5339b8e,0e50a8ba-bbfa-46e2-8d7e-4e450879b1f6,f292bd48-ecb5-45c4-b9a6-81154d1f746e,Books,Uttar Pradesh,Returning,2022-06-03,26039.4,c88d6bb2-c18b-4d9a-89b7-e8284bdf97bc,Cash on Delivery,1,no,New Year Bash,1830.33,yes,Social Media,yes,557.82,Ahmedabad,4,no
6afad83a-d7c9-4c23-ba44-970421ea3e37,3106649a-f48d-427d-b8c3-4adda1437911,468474ca-516d-47ea-b1e2-f5d2384bde68,Electronics,West Bengal,Returning,2020-06-18,37725.16,23b24915-afcf-4e1f-abde-dbc254fab74b,Cash on Delivery,1,yes,Winter Sale,3033.9,yes,Social Media,no,479.08,Kolkata,7,yes
bf5257bb-1165-4078-a0ca-a2e97524df64,4559f4ed-1bcd-4483-b83f-8719ee1aad47,73f62d0a-a490-40e8-9cba-66c21e406918,Books,Rajasthan,New,2020-10-23,22299.34,033fbabf-dabe-4d58-99e2-03c1b25f7f73,Credit Card,3,no,Summer Bonanza,2507.39,yes,Email,yes,833.22,Ahmedabad,8,yes
158ae284-8359-4b67-80b8-976e554df495,3ae33b9b-d2c7-4c63-ad01-4544fead4ede,e1a2554d-a264-4983-9ea3-640cbda90413,Home Appliances,Gujarat,New,2021-02-17,14547.0,74478b38-4dd5-4436-bdd3-10796c55621a,Debit Card,1,yes,Monsoon Offer,3769.03,no,Affiliate,no,892.35,Kolkata,5,yes
a1632f88-85cd-401f-8830-fe8dd212743f,7c31ac6c-2179-4fdc-abd2-8e7ea3010bb5,a6e7b2f2-bf7c-4052-8d8b-78e5b42e4a72,Beauty Products,West Bengal,Returning,2021-02-07,5786.24,b9ed3dfb-e956-4674-9dc7-8a5c1fd66133,Cash on Delivery,5,no,Monsoon Offer,3765.33,yes,Social Media,no,646.2,Kolkata,1,yes
5498a14c-62ee-4c99-9d3d-8dca4c12a33b,5a4fd9a4-4d20-4696-982e-e3ec9df7cf63,10e079ea-56b1-45a9-9920-b20656889c10,Books,Uttar Pradesh,Returning,2019-10-17,24914.3,da9c8a8f-46f6-4549-9f27-4d272fdb1d39,UPI,4,yes,Summer Bonanza,3255.23,yes,Direct,yes,123.23,Mumbai,1,yes
ffe7d0b0-c386-440e-9172-3bf0985b2d0c,c2333211-0b30-4188-aca5-543679353f3c,12d2a170-0725-4be1-8525-3f95b3899fea,Books,Maharashtra,Returning,2020-08-14,21253.78,cd09c807-9c01-4bbd-853c-b8c9ed5fee72,UPI,4,no,Summer Bonanza,668.13,no,Direct,yes,116.47,Bengaluru,5,yes
0c942fe2-c7bc-4c27-a2c8-5fe765f6e648,f65e6c9e-8eb9-4b2b-ac74-777e63742adc,d489ba79-e541-4495-b9ed-b4719e7fdd4a,Books,Gujarat,New,2023-04-11,44838.64,80e29f8f-7055-467f-821b-a9777a8e2c34,Credit Card,5,no,Winter Sale,2716.25,yes,Email,yes,1464.29,Bengaluru,9,no
42bc8169-9912-4acb-b041-f560634234a7,542b7e22-6f92-428d-b007-8c67682c322b,db06d199-a031-447c-b685-637fc9098492,Books,Tamil Nadu,New,2022-09-13,25241.7,7945f300-b1d2-4b1a-b230-208feff87dc1,Credit Card,5,no,Diwali Dhamaka,1309.44,no,Search Engine,no,1420.48,Ahmedabad,9,yes
c07c3d97-494a-4190-bb2d-100e4530ac6f,a185c030-e677-429f-bc01-652ca8db2125,54efa045-4df1-4fa3-a27d-d061cc6e43b1,Home Appliances,Gujarat,New,2022-04-08,46617.45,20800656-003e-43dc-844e-aa466f89124f,Cash on Delivery,5,yes,Diwali Dhamaka,209.15,no,Direct,no,960.63,Chennai,5,no
3658ebc2-0f57-4f6f-86c7-3938c4a30fcc,d257a573-8573-4355-bc27-0d8ac64684af,280b69f2-bf07-492c-b5fa-2237fce71835,Electronics,Karnataka,New,2024-06-04,8328.07,a62b9f04-3d29-4fec-b834-fe4293489d54,Credit Card,5,no,Monsoon Offer,4193.55,yes,Social Media,no,1923.96,Kolkata,1,yes
bdfc152b-aae2-45bd-8ae0-7004e4d099c2,1bcd85ad-66d4-4ff2-90fb-abf128514f38,045b3d5b-9441-4afd-a6fe-c0ad2df58392,Books,Rajasthan,New,2020-03-29,21530.51,e5015c25-129e-4204-8608-67b87eccd066,Debit Card,5,no,Summer Bonanza,1399.63,no,Affiliate,no,1735.1,Kolkata,2,no
9924b1bb-0704-4662-bf70-23618aefd9ec,a5b231eb-5558-4b8a-842b-705b2728f682,30a6c2cb-0b99-4be5-851a-55f5f0d4de0f,Beauty Products,Karnataka,New,2024-07-23,14578.36,0a86b703-d66a-4b2e-8540-188ac0918463,UPI,3,yes,Diwali Dhamaka,3185.57,no,Search Engine,no,1034.43,Mumbai,2,yes
ab175f49-814f-4847-9227-4f5a03ecdabc,d42fb806-3db6-48a9-952d-be1ac23e37f3,95590e22-ba55-4f3f-8930-e411de1477a0,Electronics,Maharashtra,New,2022-02-20,14220.66,76dc4db3-9c43-4e1a-b676-1033fa07e1d6,Cash on Delivery,4,no,New Year Bash,4990.3,no,Email,no,1015.03,Kolkata,8,yes
c499b9ff-69a1-41dd-9a87-cba749462bc4,855ab06d-a28a-4fd9-90e9-fc165ef5d78c,274674c7-566e-4834-8b96-08303fb24a07,Books,Uttar Pradesh,New,2022-04-26,26736.89,72d5d01a-9e44-4748-ad1c-19677514025c,Net Banking,3,no,Diwali Dhamaka,1339.42,no,Social Media,yes,875.79,Kolkata,1,yes
b2f5c707-9780-46da-999d-4485396ddc80,000a5afb-6163-4097-baa7-0bedbc6d1fe6,425ae4bb-0663-4d99-97fb-9dde2fedd53b,Beauty Products,Karnataka,New,2020-11-17,3818.76,ed1d15ac-6491-4ac5-89e6-1b9e80c7ce83,UPI,2,yes,Summer Bonanza,580.45,no,Social Media,no,1932.48,Mumbai,7,no
5c651fbc-dd9f-4bfb-adec-1e37d8e12d84,f6fb5e1e-ef98-470d-8339-b3492a6951b8,5b465ed1-d9c6-48cc-b9ad-b4a261a22281,Clothing,Delhi,New,2021-11-20,26158.02,269f7129-13a0-4a69-9a38-645756749306,Cash on Delivery,1,no,Summer Bonanza,4677.9,no,Email,no,1210.76,Bengaluru,7,no
034ab8ed-9e30-4d51-b289-9a0b8981b232,c062f0e9-cc46-4c41-866c-a24fe12a6204,2d980224-4939-4e9e-8efa-8c7b38e8a70c,Beauty Products,West Bengal,Returning,2023-11-29,23005.7,0af4ff65-25eb-48b3-bcef-c226695cf850,Cash on Delivery,4,yes,Monsoon Offer,3004.11,yes,Social Media,no,116.83,Mumbai,5,no
1b81ee55-1821-413b-acf5-93b1fa7bd117,7283d43c-5b6c-480c-86c7-4c9c1dfc2eb2,d59c8f81-ef40-43a0-9b21-838568a981f5,Beauty Products,Uttar Pradesh,New,2021-05-04,28428.3,0352c05a-44b6-4339-ba72-81816b7871e1,Net Banking,2,no,Winter Sale,2173.38,no,Search Engine,no,276.6,Ahmedabad,2,no
a3bd63a7-aa69-4194-9c16-efba3daeaf9b,f4e6999c-f3c7-4952-96d1-33a8838e11ee,396f1655-b880-4c5e-b183-892f6140f071,Clothing,Gujarat,Returning,2024-07-17,27302.39,ef760c5f-a710-46a4-80a4-bae49383cb28,Cash on Delivery,1,no,Summer Bonanza,3780.68,no,Email,no,570.11,Ahmedabad,2,yes
2cca86b5-8336-4f66-a656-53414d6b78cb,c167f372-2140-4670-b7c3-f3f8b7fc2b78,5546e04d-9858-4d3d-928d-084aa000ce1f,Books,Karnataka,New,2022-06-19,17129.02,a1884c9c-0353-4f27-8a19-7713574fc59a,Cash on Delivery,3,no,Winter Sale,831.8,no,Social Media,yes,123.51,Ahmedabad,5,no
f55f9c44-e182-4a7c-a83e-4cf8b50dd199,e2b0a346-6fca-49eb-9cec-b87f721c833c,405985cd-0100-4343-9394-5e19abdf2e0e,Home Appliances,Gujarat,Returning,2020-07-25,38345.77,a930d954-0483-4e10-9e26-a2d5cafdb826,Cash on Delivery,3,no,Winter Sale,3473.45,yes,Email,no,1327.7,Kolkata,3,no
d7a54b0e-843c-4de0-bab3-909d9de5d08c,0b2c9401-a886-45e8-a9ca-908c0fbd1a0e,ec895583-f74d-4d54-9e70-eaa680acfca3,Books,Delhi,Returning,2021-08-25,1047.54,352177c6-ef16-476b-8e64-65d17e7da7b2,Debit Card,2,yes,New Year Bash,4452.51,yes,Search Engine,no,1249.28,Bengaluru,4,yes
d61f1072-ee89-468d-80f9-eee92c3eec2d,3bdb3ee0-6c3f-4de8-be1b-2b0aff0268d7,87da5d96-aa73-4d8c-b6eb-464723ef796e,Electronics,Gujarat,Returning,2021-12-06,30349.59,d11352f4-872b-4347-bc24-58bedf6f8e1e,Debit Card,1,yes,Winter Sale,1241.37,no,Social Media,yes,1689.08,Chennai,9,yes
8e007042-da76-4ac0-9d0f-ccd91e807e9f,7d561b6b-1c17-4b30-af7a-7f3393fd38cf,418b9c24-24d3-4319-aa85-ac53a058a9d3,Home Appliances,Uttar Pradesh,Returning,2022-02-07,33774.91,75f11587-d2d3-4d7b-b1b6-4013c3d14322,Debit Card,1,yes,Monsoon Offer,1523.16,yes,Search Engine,yes,215.44,Mumbai,3,yes
b1eaebc4-1646-4786-a8a3-cdd64689f57a,e61d3810-b39f-42af-94cc-5a8dfd3ea98c,557c3603-ab9e-4e95-a6f3-2699ab0da942,Electronics,Uttar Pradesh,New,2023-02-16,2277.49,bbf9d831-2936-4702-9c89-74c672a9eaeb,Credit Card,1,yes,Monsoon Offer,3608.46,no,Social Media,yes,625.9,Mumbai,2,no
61644160-8fdb-4e1d-b06f-22be8fe9187c,9180f989-a75f-4fea-90bb-91f31ad23927,955f7562-2ae6-4df9-b34e-6b86d47b0329,Beauty Products,Uttar Pradesh,New,2021-09-28,39807.13,f9e2f567-28c9-46ac-a88b-df3a9625c11b,UPI,3,yes,New Year Bash,1690.89,yes,Search Engine,yes,1754.08,Mumbai,5,yes
3b0c1fb6-6615-45ae-a370-cd0abb651843,16d6fb5e-8a25-440f-a648-a395563cec11,00a4643a-cfed-4996-b272-5f83a75ebc77,Clothing,Uttar Pradesh,Returning,2021-12-31,18113.29,9be71dbd-6af6-491f-af84-5ed8d6b61164,Credit Card,4,no,Diwali Dhamaka,463.66,no,Social Media,no,354.41,Ahmedabad,9,yes
9be2d50d-d64a-4b85-ad25-96389b5a2f0a,e1557687-06c0-48eb-a807-cd7ce2599115,8698c444-de73-492e-be0c-d44d94d209b8,Beauty Products,Uttar Pradesh,Returning,2020-02-11,29308.43,1675146d-a7de-442e-8936-42641e17ac10,Cash on Delivery,3,no,Winter Sale,3974.66,yes,Social Media,no,1732.86,Mumbai,2,yes
17ed3e4a-4db8-4e44-a78d-8faabac8950a,03bf0424-0448-4716-a897-3436c5c2d246,c1f8f406-d38a-406c-8590-71dc4d2ee94b,Electronics,Tamil Nadu,Returning,2023-03-03,13844.26,4f3bc06e-935c-4e8b-b3b6-eecc4e20b3c4,UPI,3,yes,Diwali Dhamaka,2561.19,yes,Search Engine,no,1117.75,Ahmedabad,4,no
b34c0635-db62-4aeb-bf93-be3effb27d6d,f5b4ac41-6115-4a06-9a65-839448bb23c4,e1f225cb-4964-4f96-b2ef-6fbb9dd2170b,Electronics,Gujarat,New,2024-01-10,31429.1,fc7a8298-ac1c-4eaa-a7ba-37f1d07873cd,UPI,5,yes,Diwali Dhamaka,4116.38,no,Email,yes,1594.67,Kolkata,7,yes
436b83ad-6fb0-43a0-b1be-25aa65e0ca3f,f09695af-cf1a-40a3-a58e-474c6bc7bf14,fbae44bc-207d-4779-9a90-3868ee315da6,Home Appliances,Rajasthan,New,2024-04-13,1747.33,2597da10-52fc-4053-b9e1-7ac2afc47df3,Net Banking,4,no,New Year Bash,837.24,yes,Social Media,yes,296.29,Chennai,3,no
90fae7d9-6409-4b86-8829-30cc79e68b1f,7ae5de2a-b171-4e33-a2a1-6c37a3c01364,9ee6885b-a6c1-4a63-bf8e-ef84b11b4100,Electronics,Tamil Nadu,New,2024-07-30,5765.94,b1fee73c-2a42-4e37-ad2c-dd6185139ec4,Cash on Delivery,1,no,New Year Bash,2320.1,no,Direct,no,1899.24,Mumbai,3,no
c2ba1b36-6868-497c-86a5-7df0fa4fc8cc,45e20fd4-2dcd-4c26-8f91-58133d9bf03c,c40b9eee-38e2-4ba8-9810-2bff86874467,Electronics,Maharashtra,Returning,2022-06-05,42093.41,df0bd624-f3e6-4d0d-8be8-b2cdea5afef6,Cash on Delivery,2,no,New Year Bash,4107.62,yes,Social Media,yes,1551.08,Bengaluru,1,no
837f4a2f-e12d-4f8d-8921-8eeb23d1ea25,a464f3fe-9f40-4741-86c5-23b57eef3902,ba8963bc-9a0e-4ae9-88bc-3f1565160818,Clothing,Uttar Pradesh,New,2024-06-10,4864.92,8c659380-76d5-4b11-9147-3f0aa0d9a826,Cash on Delivery,1,yes,Winter Sale,1819.91,no,Email,no,992.4,Ahmedabad,10,no
0aee29b1-53ff-486a-abd9-4c85d8074772,fae0cd1f-b9ef-4ee4-9a46-915583efbd3f,1ce2ce2f-0449-4463-bb46-4a0d96aee2db,Home Appliances,Karnataka,New,2020-05-14,9779.58,4195e4d4-94d9-4fd5-b34a-aca0f766b515,Cash on Delivery,1,no,Summer Bonanza,1580.21,no,Direct,yes,1027.81,Mumbai,2,no
0032dc60-18fe-416a-82e5-9de4f9a452cc,99ad6c62-4605-45f0-984d-196377703d44,163afa3f-5273-4aa1-aee7-0f08dedf79bb,Beauty Products,Karnataka,Returning,2022-01-26,18467.3,3878490e-ebf5-4981-95e4-93742bacb8dc,Cash on Delivery,1,yes,New Year Bash,999.56,yes,Search Engine,yes,56.64,Kolkata,10,no
4dcd50bb-1a39-49e4-b66a-51dee11508ea,1fd9c52c-2502-4574-9490-02effbee14b6,ce572f1f-b5d4-41c8-807c-ffb4655fba73,Clothing,Tamil Nadu,New,2020-10-24,28487.76,e9c01685-4dfa-450e-a171-20d8beeccc34,Debit Card,3,yes,New Year Bash,4811.84,no,Affiliate,no,1062.35,Chennai,2,no
399c2cd9-d3c7-4e8c-83bc-e3293aa53541,0ce161a5-3c4d-4fa9-9e2e-5b05fa5f1ba1,a17af08c-6843-4fbe-91d3-8ab4bf7f7435,Beauty Products,Gujarat,Returning,2020-06-21,13633.04,dbb19a82-64df-414c-a334-050bdc4e19b1,Net Banking,4,yes,Diwali Dhamaka,1922.34,yes,Search Engine,no,1953.16,Ahmedabad,1,no
254ac4b2-ca43-4517-bf7c-5177776e6923,ffac2ef7-a8cf-432e-bbd2-3047f74f13d9,82abfff0-2144-4857-af0e-2dc23689da59,Electronics,West Bengal,Returning,2023-03-07,15977.82,6be3774d-e744-4259-bf10-94ef3914b0e8,Cash on Delivery,5,no,Diwali Dhamaka,2367.21,no,Direct,no,780.87,Mumbai,4,yes
cc14a2cf-6e60-40de-9209-ce30abb44e20,3a785287-332f-4931-9c99-608ec1424048,d215262a-f77f-4bbb-aa48-4921e8e27fef,Clothing,Uttar Pradesh,New,2021-06-05,10283.95,b2244c56-5abb-45dd-89e8-835bd6ff1405,UPI,1,yes,Monsoon Offer,2443.9,no,Direct,no,1494.32,Chennai,2,yes
282ece68-93f4-4cd1-b4cd-71e2bef8db02,e2bffd6d-ff1f-439e-b2f2-e1145eeadcbf,e42cfc57-a114-475f-8115-6a0f5e99eb6d,Books,Karnataka,Returning,2022-02-25,31903.55,f7306b1b-2722-4ab5-950a-e54ba3120cae,Net Banking,5,no,Diwali Dhamaka,637.86,yes,Affiliate,yes,470.97,Ahmedabad,1,yes
c3aaf33f-52a5-490b-a423-d846dde0e956,cc352ca6-e502-4228-9ea8-78b542f47427,7d4000fd-1114-4aef-b371-159e5b3559c8,Beauty Products,Gujarat,New,2021-01-22,23996.73,d1918c4c-e87c-4694-a172-7734500c4499,Cash on Delivery,4,no,Summer Bonanza,1216.29,no,Affiliate,yes,104.02,Kolkata,7,yes
f6d7a86d-1cff-44cf-98e6-6a6daa2bf74a,94431fd6-b741-4af0-bee8-469bb1c234d2,925e8ffb-d30b-4402-b5c5-22111caf5c4a,Clothing,Delhi,New,2019-09-20,16606.15,565c03ff-c31e-4ad1-b29a-c7817a543101,UPI,1,yes,New Year Bash,1480.62,no,Direct,yes,155.1,Kolkata,1,yes
a8d58c77-a35f-445c-b99e-b45d7aaa6485,eb4dc0bc-d731-4c34-9e93-ec74a6471788,d844f04d-fcf3-4673-8491-5d415cad03e6,Home Appliances,Rajasthan,New,2023-10-08,15693.62,c5f097b5-824e-4864-ac10-c77746c8e732,UPI,2,yes,Winter Sale,3198.79,no,Search Engine,yes,127.76,Bengaluru,7,yes
03ebe752-31e9-404f-adc4-4aa61082bfce,b6d21286-9c1c-4c05-87dc-34231e313ef2,0e14da54-df94-483c-b8a6-0e20334412f1,Electronics,Uttar Pradesh,New,2021-05-27,30796.72,023f45a7-b16a-4b2a-9ee7-c7aa5c35f835,Credit Card,4,yes,Winter Sale,759.76,no,Affiliate,yes,1633.61,Kolkata,7,no
45a1c124-0d93-47c4-aff9-57b1c77b90ac,6f092a2f-7b59-4b01-a420-08524b6bf743,99cfda19-1db4-451a-89b6-64040891b0b9,Clothing,Rajasthan,New,2022-06-14,34078.62,5ff4ff14-37b6-4964-bf95-1e0436b2f174,Net Banking,2,yes,Winter Sale,783.27,yes,Direct,yes,59.54,Mumbai,10,no
